source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,candidate_label,actual_rating,predicted_rating,absolute_error,squared_error
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_02,P007,B,58.0,50.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_02,P007,C,0.0,72.0,72.0,5184.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_02,P007,D,73.0,60.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_02,P007,E,19.0,78.0,59.0,3481.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,A,81.0,58.0,23.0,529.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,B,58.0,60.0,2.0,4.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,C,100.0,78.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,D,2.0,65.0,63.0,3969.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,E,22.0,62.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,A,0.0,58.0,58.0,3364.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,B,53.0,74.0,21.0,441.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,C,0.0,62.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,D,79.0,50.0,29.0,841.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,E,100.0,45.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,A,0.0,74.0,74.0,5476.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,B,72.0,55.0,17.0,289.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,C,100.0,60.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,D,15.0,58.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,E,50.0,68.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,A,100.0,48.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,B,72.0,58.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,C,62.0,68.0,6.0,36.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,D,80.0,62.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,E,0.0,74.0,74.0,5476.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,A,9.0,58.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,B,27.0,45.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,C,56.0,78.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,D,63.0,68.0,5.0,25.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,E,18.0,52.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,A,66.0,74.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,B,26.0,55.0,29.0,841.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,C,35.0,58.0,23.0,529.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,D,51.0,71.0,20.0,400.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,E,4.0,60.0,56.0,3136.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,A,71.0,35.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,B,31.0,78.0,47.0,2209.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,C,8.0,58.0,50.0,2500.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,D,48.0,68.0,20.0,400.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,E,17.0,50.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,A,48.0,65.0,17.0,289.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,B,16.0,78.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,C,63.0,48.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,D,77.0,45.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,E,25.0,68.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,A,90.0,58.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,B,33.0,74.0,41.0,1681.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,C,45.0,55.0,10.0,100.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,D,66.0,52.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,E,22.0,47.0,25.0,625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,A,93.0,58.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,B,26.0,60.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,C,38.0,65.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,D,49.0,72.0,23.0,529.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,E,73.0,50.0,23.0,529.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,A,100.0,60.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,B,0.0,52.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,C,26.0,68.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,D,76.0,65.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,E,52.0,78.0,26.0,676.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,A,18.0,52.0,34.0,1156.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,B,45.0,78.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,C,72.0,58.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,D,98.0,60.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,E,0.0,65.0,65.0,4225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,A,27.0,55.0,28.0,784.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,B,45.0,58.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,C,68.0,62.0,6.0,36.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,D,88.0,74.0,14.0,196.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,E,8.0,60.0,52.0,2704.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,A,91.0,58.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,B,70.0,52.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,C,25.0,78.0,53.0,2809.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,D,4.0,72.0,68.0,4624.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,E,47.0,60.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,A,51.0,78.0,27.0,729.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,B,24.0,60.0,36.0,1296.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,C,96.0,65.0,31.0,961.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,D,76.0,58.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,E,98.0,52.0,46.0,2116.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,A,52.0,65.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,B,97.0,62.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,C,62.0,55.0,7.0,49.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,D,73.0,74.0,1.0,1.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,E,89.0,58.0,31.0,961.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,A,87.0,74.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,B,93.0,52.0,41.0,1681.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,C,77.0,65.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,D,100.0,60.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,E,68.0,45.0,23.0,529.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,A,89.0,74.0,15.0,225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,B,76.0,68.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,C,100.0,62.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,D,63.0,55.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,E,51.0,58.0,7.0,49.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,A,90.0,58.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,B,82.0,74.0,8.0,64.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,C,100.0,62.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,D,74.0,52.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,E,67.0,55.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,A,91.0,58.0,33.0,1089.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,B,64.0,52.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,C,44.0,55.0,11.0,121.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,D,100.0,74.0,26.0,676.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,E,72.0,60.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,A,100.0,58.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,B,62.0,40.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,C,100.0,78.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,D,82.0,52.0,30.0,900.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,E,89.0,65.0,24.0,576.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,A,100.0,74.0,26.0,676.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,B,100.0,58.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,C,100.0,47.0,53.0,2809.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,D,100.0,62.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,E,100.0,42.0,58.0,3364.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,A,0.0,58.0,58.0,3364.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,B,97.0,62.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,C,90.0,55.0,35.0,1225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,D,72.0,50.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,E,21.0,68.0,47.0,2209.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,A,69.0,62.0,7.0,49.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,B,80.0,50.0,30.0,900.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,C,100.0,55.0,45.0,2025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,D,0.0,68.0,68.0,4624.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,E,18.0,74.0,56.0,3136.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,A,100.0,68.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,B,71.0,58.0,13.0,169.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,C,79.0,79.0,0.0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,D,63.0,60.0,3.0,9.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,E,6.0,62.0,56.0,3136.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,A,79.0,58.0,21.0,441.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,B,0.0,55.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,C,19.0,62.0,43.0,1849.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,D,100.0,78.0,22.0,484.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,E,61.0,45.0,16.0,256.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,A,0.0,65.0,65.0,4225.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,B,16.0,55.0,39.0,1521.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,C,76.0,78.0,2.0,4.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,D,55.0,60.0,5.0,25.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,E,100.0,58.0,42.0,1764.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,A,83.0,58.0,25.0,625.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,B,34.0,78.0,44.0,1936.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,C,0.0,70.0,70.0,4900.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,D,100.0,60.0,40.0,1600.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,E,64.0,52.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,A,72.0,60.0,12.0,144.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,B,63.0,45.0,18.0,324.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,C,0.0,78.0,78.0,6084.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,D,100.0,68.0,32.0,1024.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,E,12.0,50.0,38.0,1444.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,A,0.0,55.0,55.0,3025.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,B,1.0,50.0,49.0,2401.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,C,2.0,78.0,76.0,5776.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,D,6.0,65.0,59.0,3481.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,E,0.0,58.0,58.0,3364.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_03,P012,A,0.0,62.0,62.0,3844.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_03,P012,B,4.0,35.0,31.0,961.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_03,P012,C,3.0,58.0,55.0,3025.0
